entityIndex,entityType,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
1464,LegalConstruct,36  WATER STREET,36,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,36  WATER STREET
1465,AggregateHousehold,132 WATER STREET,132,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,132 WATER STREET
1466,LegalConstruct,42  WATER STREET,42,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,42  WATER STREET
1467,LegalConstruct,41  WATER STREET,41,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,41  WATER STREET
1468,LegalConstruct,104  WATER STREET,104,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,104  WATER STREET
1469,Business,131  WATER STREET,131,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,131  WATER STREET
1470,LegalConstruct,30  WATER STREET,30,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,30  WATER STREET
1471,Business,19 WATER STREET,19,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,19 WATER STREET
1472,AggregateHousehold,WATER STREET,NOT PARSED,WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,WATER STREET
1473,Individual,21 WATER STREET,21,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,21 WATER STREET
1474,Business,WATER STREET,NOT PARSED,WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,WATER STREET
1475,Business,WATER STREET,NOT PARSED,WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,WATER STREET
1476,Business,17  WATER STREET,17,WATER STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,17  WATER STREET
1477,Business,WATER STREET,NOT PARSED,WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,WATER STREET
1478,AggregateHousehold,63  TWIN MAPLES,63,TWIN MAPLES,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,63  TWIN MAPLES
1479,Individual,WATER STREET,NOT PARSED,WATER STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,WATER STREET
1480,AggregateHousehold,TWIN MAPLES R O W,NOT PARSED,R O W,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,TWIN MAPLES R O W
1481,Business,TRIMS POND RESERVED,NOT PARSED,TRIMS POND RESERVED,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,TRIMS POND RESERVED
1482,Individual,TRIMS POND RESERVED,NOT PARSED,TRIMS POND RESERVED,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,TRIMS POND RESERVED
1483,LegalConstruct,TRIMS POND RESERVED,NOT PARSED,TRIMS POND RESERVED,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,TRIMS POND RESERVED
1484,Business,TRIMS POND RESERVED,NOT PARSED,TRIMS POND RESERVED,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,TRIMS POND RESERVED
1485,LegalConstruct,226 WATER,226,WATER,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,226 WATER
1486,AggregateHousehold,SUNSET HILL-ROW,NOT PARSED,ROW,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,SUNSET HILL-ROW
1487,AggregateHousehold,SUNSET HILL-ROW,NOT PARSED,ROW,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,SUNSET HILL-ROW
1488,LegalConstruct,1224 SUNSET HILL,1224,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1224 SUNSET HILL
1489,AggregateHousehold,376  SUNSET HILL,376,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,376  SUNSET HILL
1490,AggregateHousehold,1251 SUNSET HILL,1251,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1251 SUNSET HILL
1491,AggregateHousehold,SUNSET HILL--ROW,NOT PARSED,SUNSET HILL--ROW,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,SUNSET HILL--ROW
1492,AggregateHousehold,1230 SUNSET HILL,1230,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1230 SUNSET HILL
1493,LegalConstruct,377  SUNSET HILL,377,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,377  SUNSET HILL
1494,LegalConstruct,373  SUNSET HILL,373,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,373  SUNSET HILL
1495,Individual,375 SUNSET HILL,375,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,375 SUNSET HILL
1496,AggregateHousehold,374  SUNSET HILL,374,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,374  SUNSET HILL
1497,LegalConstruct,344  SUNSET HILL,344,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,344  SUNSET HILL
1498,AggregateHousehold,372  SUNSET HILL,372,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,372  SUNSET HILL
1499,AggregateHousehold,1645  SPRING STREET,1645,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1645  SPRING STREET
1500,AggregateHousehold,229 SUNSET HILL,229,SUNSET HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,229 SUNSET HILL
1501,AggregateHousehold,1419  SUBDVN OFF COONEYMUS,1419,SUBDVN OFF COONEYMUS,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1419  SUBDVN OFF COONEYMUS
1502,Business,1264  SPRING STREET,1264,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1264  SPRING STREET
1503,Individual,1285 SPRING STREET,1285,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1285 SPRING STREET
1504,LegalConstruct,1282  SPRING STREET,1282,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1282  SPRING STREET
1505,AggregateHousehold,330  SPRING STREET,330,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,330  SPRING STREET
1506,Individual,1284  SPRING STREET,1284,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1284  SPRING STREET
1507,AggregateHousehold,1241  SPRING STREET,1241,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1241  SPRING STREET
1508,LegalConstruct,1281  SPRING STREET,1281,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1281  SPRING STREET
1509,LegalConstruct,1283  SPRING STREET,1283,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1283  SPRING STREET
1510,LegalConstruct,310  SPRING STREET,310,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,310  SPRING STREET
1511,AggregateHousehold,283  SPRING STREET,283,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,283  SPRING STREET
1512,Individual,286  SPRING STREET,286,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,286  SPRING STREET
1513,LegalConstruct,292  SPRING STREET,292,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,292  SPRING STREET
1514,AggregateHousehold,284  SPRING STREET,284,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,284  SPRING STREET
1515,LegalConstruct,287  SPRING STREET,287,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,287  SPRING STREET
1516,LegalConstruct,271  SPRING STREET,271,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,271  SPRING STREET
1517,AggregateHousehold,293  SPRING STREET,293,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,293  SPRING STREET
1518,LegalConstruct,260 SPRING STREET,260,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,260 SPRING STREET
1519,LegalConstruct,270  SPRING STREET,270,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,270  SPRING STREET
1520,LegalConstruct,262  SPRING STREET,262,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,262  SPRING STREET
1521,LegalConstruct,259  SPRING STREET,259,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,259  SPRING STREET
1522,LegalConstruct,263  SPRING STREET,263,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,263  SPRING STREET
1523,LegalConstruct,257  SPRING STREET,257,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,257  SPRING STREET
1524,AggregateHousehold,258 SPRING STREET,258,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,258 SPRING STREET
1525,AggregateHousehold,268  SPRING STREET,268,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,268  SPRING STREET
1526,AggregateHousehold,256 SPRING STREET,256,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,256 SPRING STREET
1527,LegalConstruct,251  SPRING STREET,251,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,251  SPRING STREET
1528,LegalConstruct,160 SPRING STREET,160,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,160 SPRING STREET
1529,AggregateHousehold,244 SPRING STREET,244,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,244 SPRING STREET
1530,AggregateHousehold,254  SPRING STREET,254,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,254  SPRING STREET
1531,LegalConstruct,252  SPRING STREET,252,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,252  SPRING STREET
1532,AggregateHousehold,253  SPRING STREET,253,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,253  SPRING STREET
1533,LegalConstruct,255  SPRING STREET,255,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,255  SPRING STREET
1534,LegalConstruct,51  SPRING STREET,51,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,51  SPRING STREET
1535,LegalConstruct,71  SPRING STREET,71,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,71  SPRING STREET
1536,Business,43  SPRING STREET,43,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,43  SPRING STREET
1537,Business,20  SPRING STREET,20,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,20  SPRING STREET
1538,Individual,25  SPRING STREET,25,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,25  SPRING STREET
1539,Business,22  SPRING STREET,22,SPRING STREET,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,22  SPRING STREET
1540,AggregateHousehold,SPRING STREET,NOT PARSED,SPRING STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING STREET
1541,Business,SPRING STREET,NOT PARSED,SPRING STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING STREET
1542,LegalConstruct,SPRING STREET,NOT PARSED,SPRING STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING STREET
1543,Business,SPRING STREET,NOT PARSED,SPRING STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING STREET
1544,AggregateHousehold,319  SPRING ST.,319,SPRING ST.,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,319  SPRING ST.
1545,LegalConstruct,SPRING,NOT PARSED,SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING
1546,AggregateHousehold,SPRING ST--ROW,NOT PARSED,ROW,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING ST--ROW
1547,LegalConstruct,SPRING,NOT PARSED,SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING
1548,AggregateHousehold,1680  SPRING ST.,1680,SPRING ST.,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1680  SPRING ST.
1549,AggregateHousehold,SPRING STREET,NOT PARSED,SPRING STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING STREET
1550,Individual,1064  SOUTHEAST RD,1064,SOUTHEAST RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1064  SOUTHEAST RD
1551,AggregateHousehold,SPRING,NOT PARSED,SPRING,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SPRING
1552,AggregateHousehold,SOUTHEAST ROAD,NOT PARSED,SOUTHEAST ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,SOUTHEAST ROAD
1553,AggregateHousehold,329  SOUTHEAST RD,329,SOUTHEAST RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,329  SOUTHEAST RD
1554,AggregateHousehold,1242  SOUTHEAST,1242,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1242  SOUTHEAST
1555,LegalConstruct,323 SOUTHEAST ROAD,323,SOUTHEAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,323 SOUTHEAST ROAD
1556,LegalConstruct,297  SOUTHEAST  ROAD,297,SOUTHEAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,297  SOUTHEAST  ROAD
1557,AggregateHousehold,1641  SOUTHEAST,1641,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1641  SOUTHEAST
1558,Individual,1227  SOUTHEAST,1227,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1227  SOUTHEAST
1559,AggregateHousehold,1225  SOUTHEAST,1225,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1225  SOUTHEAST
1560,AggregateHousehold,1081  SOUTHEAST,1081,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1081  SOUTHEAST
1561,AggregateHousehold,316  SOUTHEAST,316,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,316  SOUTHEAST
1562,AggregateHousehold,327  SOUTHEAST,327,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,327  SOUTHEAST
1563,LegalConstruct,998  SOUTHEAST,998,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,998  SOUTHEAST
1564,AggregateHousehold,1153  SOUTHEAST,1153,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1153  SOUTHEAST
1565,AggregateHousehold,320  SOUTHEAST,320,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,320  SOUTHEAST
1566,AggregateHousehold,314  SOUTHEAST,314,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,314  SOUTHEAST
1567,LegalConstruct,309  SOUTHEAST,309,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,309  SOUTHEAST
1568,Individual,305  SOUTH EAST ROAD,305,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,305  SOUTH EAST ROAD
1569,AggregateHousehold,321  SOUTH EAST ROAD,321,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,321  SOUTH EAST ROAD
1570,Individual,SOUTHEAST,NOT PARSED,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SOUTHEAST
1571,AggregateHousehold,1436 SOUTH WEST PT,1436,SOUTH WEST PT,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1436 SOUTH WEST PT
1572,AggregateHousehold,SOUTHEAST,NOT PARSED,SOUTHEAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SOUTHEAST
1573,Individual,1834 SOUTH EAST ROAD,1834,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1834 SOUTH EAST ROAD
1574,AggregateHousehold,294  SOUTH EAST ROAD,294,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,294  SOUTH EAST ROAD
1575,Individual,303  SOUTH EAST ROAD,303,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,303  SOUTH EAST ROAD
1576,AggregateHousehold,300  SOUTH EAST ROAD,300,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,300  SOUTH EAST ROAD
1577,AggregateHousehold,301  SOUTH EAST ROAD,301,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,301  SOUTH EAST ROAD
1578,AggregateHousehold,299  SOUTH EAST ROAD,299,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,299  SOUTH EAST ROAD
1579,AggregateHousehold,245 SOUTH EAST ROAD,245,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,245 SOUTH EAST ROAD
1580,LegalConstruct,296  SOUTH EAST ROAD,296,SOUTH EAST ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,296  SOUTH EAST ROAD
1581,Individual,SOUTH EAST ROAD,NOT PARSED,SOUTH EAST ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,SOUTH EAST ROAD
1582,LegalConstruct,1228  SOUTH EAST,1228,SOUTH EAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1228  SOUTH EAST
1583,AggregateHousehold,788  SNAKE HOLE ROAD,788,SNAKE HOLE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,788  SNAKE HOLE ROAD
1584,LegalConstruct,783  SNAKE HOLE ROAD,783,SNAKE HOLE ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,783  SNAKE HOLE ROAD
1585,LegalConstruct,328  SOUTH EAST,328,SOUTH EAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,328  SOUTH EAST
1586,Individual,433  SOUTH EAST,433,SOUTH EAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,433  SOUTH EAST
1587,AggregateHousehold,1245  SNAKE HOLE,1245,SNAKE HOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1245  SNAKE HOLE
1588,AggregateHousehold,298  SOUTH EAST,298,SOUTH EAST,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,298  SOUTH EAST
1589,AggregateHousehold,1350  SNAKE HOLE,1350,SNAKE HOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1350  SNAKE HOLE
1590,LegalConstruct,1618  SANDS POND,1618,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1618  SANDS POND
1591,Business,SNAKE HOLE,NOT PARSED,SNAKE HOLE,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SNAKE HOLE
1592,AggregateHousehold,1003  SANDS POND,1003,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1003  SANDS POND
1593,LegalConstruct,1037  SANDS POND,1037,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1037  SANDS POND
1594,Individual,805  SANDS POND,805,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,805  SANDS POND
1595,AggregateHousehold,SANDS POND RD,NOT PARSED,SANDS POND,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,SANDS POND RD
1596,AggregateHousehold,1004  SANDS POND ROAD,1004,SANDS POND ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1004  SANDS POND ROAD
1597,LegalConstruct,428  SANDS POND,428,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,428  SANDS POND
1598,Business,426  SANDS POND,426,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,426  SANDS POND
1599,LegalConstruct,SANDS POND,NOT PARSED,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SANDS POND
1600,Business,ROW-,NOT PARSED,ROW,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,ROW-
1601,LegalConstruct,ROW-OFF DODGE STREET,NOT PARSED,DODGE STREET,St,NOT PARSED,NOT PARSED,Block Island,RI,02807,ROW-OFF DODGE STREET
1602,AggregateHousehold,R O W,NOT PARSED,R O W,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,R O W
1603,Business,SANDS POND,NOT PARSED,SANDS POND,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,SANDS POND
1604,AggregateHousehold,R O W,NOT PARSED,R O W,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,R O W
1605,AggregateHousehold,ROW,NOT PARSED,ROW,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,ROW
1606,AggregateHousehold,PILOT HILL-COMMON,NOT PARSED,PILOT HILL,Cmn,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL-COMMON
1607,AggregateHousehold,PILOT HILL-COMMON,NOT PARSED,PILOT HILL,Cmn,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL-COMMON
1608,AggregateHousehold,392  PILOT HILL ROAD,392,PILOT HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,392  PILOT HILL ROAD
1609,Individual,408  PILOT HILL ROAD,408,PILOT HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,408  PILOT HILL ROAD
1610,AggregateHousehold,PILOT HILL ROAD,NOT PARSED,PILOT HILL ROAD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL ROAD
1611,Individual,1998  PILOT HILL ROAD,1998,PILOT HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1998  PILOT HILL ROAD
1612,LegalConstruct,1232 PILOT HILL ROAD,1232,PILOT HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1232 PILOT HILL ROAD
1613,LegalConstruct,397  PILOT HILL ROAD,397,PILOT HILL ROAD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,397  PILOT HILL ROAD
1614,LegalConstruct,1261  PILOT HILL RD,1261,PILOT HILL RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1261  PILOT HILL RD
1615,AggregateHousehold,PILOT HILL RD--ROW,NOT PARSED,PILOT HILL RD,Row,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL RD--ROW
1616,AggregateHousehold,PILOT HILL RD,NOT PARSED,PILOT HILL RD,Rd,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL RD
1617,AggregateHousehold,1999  PILOT HILL RD,1999,PILOT HILL RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1999  PILOT HILL RD
1618,LegalConstruct,1043  PILOT HILL RD,1043,PILOT HILL RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1043  PILOT HILL RD
1619,Individual,1997  PILOT HILL,1997,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1997  PILOT HILL
1620,LegalConstruct,PILOT HILL POND,NOT PARSED,PILOT HILL POND,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL POND
1621,LegalConstruct,1637  PILOT HILL RD,1637,PILOT HILL RD,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1637  PILOT HILL RD
1622,AggregateHousehold,1660  PILOT HILL,1660,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1660  PILOT HILL
1623,AggregateHousehold,1677 PILOT HILL,1677,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1677 PILOT HILL
1624,LegalConstruct,1636  PILOT HILL,1636,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1636  PILOT HILL
1625,LegalConstruct,1653  PILOT HILL,1653,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1653  PILOT HILL
1626,AggregateHousehold,1633  PILOT HILL,1633,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1633  PILOT HILL
1627,Individual,1655  PILOT HILL,1655,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1655  PILOT HILL
1628,AggregateHousehold,1657 PILOT HILL,1657,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1657 PILOT HILL
1629,Individual,1269 PILOT HILL,1269,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1269 PILOT HILL
1630,LegalConstruct,395  PILOT HILL,395,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,395  PILOT HILL
1631,AggregateHousehold,1233  PILOT HILL,1233,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,1233  PILOT HILL
1632,Individual,396  PILOT HILL,396,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,396  PILOT HILL
1633,AggregateHousehold,409  PILOT HILL,409,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,409  PILOT HILL
1634,Individual,391  PILOT HILL,391,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,391  PILOT HILL
1635,AggregateHousehold,398  PILOT HILL,398,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,398  PILOT HILL
1636,AggregateHousehold,393  PILOT HILL,393,PILOT HILL,NOT PARSED,NOT PARSED,NOT PARSED,Block Island,RI,02807,393  PILOT HILL
1637,AggregateHousehold,PILOT HILL,NOT PARSED,PILOT HILL,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL
1638,AggregateHousehold,PILOT HILL,NOT PARSED,PILOT HILL,Hl,NOT PARSED,NOT PARSED,Block Island,RI,02807,PILOT HILL
1639,LegalConstruct,1308  PECKHAM FARM #8,1308,PECKHAM FARM,NOT PARSED,#,8,Block Island,RI,02807,1308  PECKHAM FARM #8
