entityIndex,entityType,addressIndex,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
1068,AggregateHousehold,0,114 WILLS SWAMP ROAD::#^#::WEST GREENWICH:^#^: RI 02817,114,WILLS SWAMP,Rd,NOT PARSED,NOT PARSED,WEST GREENWICH,RI,02817,114 WILLS SWAMP ROAD::#^#::WEST GREENWICH:^#^: RI 02817
1069,AggregateHousehold,0,PO BOX 298::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,298,Block Island,RI,02807,PO BOX 298::#^#::BLOCK ISLAND:^#^: RI 02807
1070,Individual,0,1 MADISON AVE::#^#::HYDE PARK:^#^: NY 12538,1,MADISON,Ave,NOT PARSED,NOT PARSED,HYDE PARK,NY,12538,1 MADISON AVE::#^#::HYDE PARK:^#^: NY 12538
1071,LegalConstruct,0,12 MATTHEW COURT #A::#^#::NATICK:^#^: MA 01760,12,MATTHEW,Ct,#,A,NATICK,MA,01760,12 MATTHEW COURT #A::#^#::NATICK:^#^: MA 01760
1072,AggregateHousehold,0,45 WAVERLY AVE::#^#::EVERETT:^#^: MA 02149,45,WAVERLY,Ave,NOT PARSED,NOT PARSED,EVERETT,MA,02149,45 WAVERLY AVE::#^#::EVERETT:^#^: MA 02149
1073,AggregateHousehold,0,247 ROSEMONT ST::#^#::LA JOLLA:^#^: CA 92037,247,ROSEMONT,St,NOT PARSED,NOT PARSED,LA JOLLA,CA,92037,247 ROSEMONT ST::#^#::LA JOLLA:^#^: CA 92037
1074,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1075,AggregateHousehold,0,PO BOX 1375::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1375,Block Island,RI,02807,PO BOX 1375::#^#::BLOCK ISLAND:^#^: RI 02807
1078,Business,0,PO BOX 84::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND :^#^: RI 02807
1079,AggregateHousehold,0,PO BOX 298::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,298,Block Island,RI,02807,PO BOX 298::#^#::BLOCK ISLAND:^#^: RI 02807
1081,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1082,LegalConstruct,0,PO BOX 1411::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1411,Block Island,RI,02807,PO BOX 1411::#^#::BLOCK ISLAND:^#^: RI 02807
1084,Individual,0,PO BOX 1151::#^#::CHERRY HILL LANE::#^#::BLOCK ISLAND :^#^: IA 02807,NOT PARSED,CHERRY HILL LANE,NOT PARSED,BOX,1151,Block Island,RI,02807,PO BOX 1151::#^#::CHERRY HILL LANE::#^#::BLOCK ISLAND :^#^: IA 02807
1085,LegalConstruct,0,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,562,Block Island,RI,02807,PO BOX 562::#^#::BLOCK ISLAND:^#^: RI 02807
1086,Individual,0,PO BOX 1151::#^#::CHERRY HILL LANE::#^#::BLOCK ISLAND :^#^: IA 02807,NOT PARSED,CHERRY HILL LANE,NOT PARSED,BOX,1151,Block Island,RI,02807,PO BOX 1151::#^#::CHERRY HILL LANE::#^#::BLOCK ISLAND :^#^: IA 02807
1087,LegalConstruct,0,PO BOX 562::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,562,Block Island,RI,02807,PO BOX 562::#^#::BLOCK ISLAND :^#^: RI 02807
1088,Individual,0,PO BOX 1151::#^#::CHERRY HILL LANE::#^#::BLOCK ISLAND :^#^: IA 02807,NOT PARSED,CHERRY HILL LANE,NOT PARSED,BOX,1151,Block Island,RI,02807,PO BOX 1151::#^#::CHERRY HILL LANE::#^#::BLOCK ISLAND :^#^: IA 02807
1089,AggregateHousehold,0,41 EAST SHORE RD::#^#::MORRIS:^#^: CT 06763,41,SHORE,Rd,NOT PARSED,NOT PARSED,MORRIS,CT,06763,41 EAST SHORE RD::#^#::MORRIS:^#^: CT 06763
1090,Business,0,PO BOX 666::#^#::NARRAGANSETT:^#^: RI 02882,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,666,NARRAGANSETT,RI,02882,PO BOX 666::#^#::NARRAGANSETT:^#^: RI 02882
1091,LegalConstruct,0,4016 MORGAN ST::#^#::LITTLE NECK:^#^: NY 11363,4016,MORGAN,St,NOT PARSED,NOT PARSED,LITTLE NECK,NY,11363,4016 MORGAN ST::#^#::LITTLE NECK:^#^: NY 11363
1092,AggregateHousehold,0,216 SEDGWICK RD::#^#::WEST HARTFORD:^#^: CT 06107,216,SEDGWICK,Rd,NOT PARSED,NOT PARSED,WEST HARTFORD,CT,06107,216 SEDGWICK RD::#^#::WEST HARTFORD:^#^: CT 06107
1093,LegalConstruct,0,PO BOX 400::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,400,Block Island,RI,02807,PO BOX 400::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807
1094,AggregateHousehold,0,406 N. CAYUGA ST.::#^#::ITHACA:^#^: NY 14850,406,CAYUGA,St,NOT PARSED,NOT PARSED,ITHACA,NY,14850,406 N. CAYUGA ST.::#^#::ITHACA:^#^: NY 14850
1095,AggregateHousehold,0,406 N. CAYUGA ST.::#^#::ITHACA:^#^: NY 14850,406,CAYUGA,St,NOT PARSED,NOT PARSED,ITHACA,NY,14850,406 N. CAYUGA ST.::#^#::ITHACA:^#^: NY 14850
1096,LegalConstruct,0,PO BOX 502::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,502,Block Island,RI,02807,PO BOX 502::#^#::BLOCK ISLAND:^#^: RI 02807
1097,AggregateHousehold,0,PO BOX 683::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,683,Block Island,RI,02807,PO BOX 683::#^#::BLOCK ISLAND:^#^: RI 02807
1098,Individual,0,PO BOX 1102::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1102,Block Island,RI,02807,PO BOX 1102::#^#::BLOCK ISLAND:^#^: RI 02807
1099,LegalConstruct,0,25 BRADLEY AVE::#^#::BRANFORD:^#^: CT 06405,25,BRADLEY,Ave,NOT PARSED,NOT PARSED,BRANFORD,CT,06405,25 BRADLEY AVE::#^#::BRANFORD:^#^: CT 06405
1100,LegalConstruct,0,PO BOX 400::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,400,Block Island,RI,02807,PO BOX 400::#^#::BLOCK ISLAND:^#^: RI 02807
1101,Business,0,PO BOX 1331::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1331,Block Island,RI,02807,PO BOX 1331::#^#::BLOCK ISLAND :^#^: RI 02807
1102,Business,0,PO BOX 279::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,279,Block Island,RI,02807,PO BOX 279::#^#::BLOCK ISLAND:^#^: RI 02807
1103,LegalConstruct,0,P.O. BOX 1967::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1967,Block Island,RI,02807,P.O. BOX 1967::#^#::::#^#::BLOCK ISLAND:^#^: RI 02807
1104,AggregateHousehold,0,PO BOX 487::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,487,Block Island,RI,02807,PO BOX 487::#^#::BLOCK ISLAND:^#^: RI 02807
1105,Individual,0,2990 E 17TH AVE # 906::#^#::DENVER:^#^: CO 80206,2990,17TH,Ave,#,906,DENVER,CO,80206,2990 E 17TH AVE # 906::#^#::DENVER:^#^: CO 80206
1106,Individual,0,PO BOX 370::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,370,Block Island,RI,02807,PO BOX 370::#^#::BLOCK ISLAND:^#^: RI 02807
1107,AggregateHousehold,0,315 WELCHS POINT ROAD::#^#::MILFORD:^#^: CT 06460,315,WELCHS POINT,Rd,NOT PARSED,NOT PARSED,MILFORD,CT,06460,315 WELCHS POINT ROAD::#^#::MILFORD:^#^: CT 06460
1108,AggregateHousehold,0,16 2ND STREET::#^#::FAIRHAVEN:^#^: NJ 07704,16,2ND,St,NOT PARSED,NOT PARSED,FAIRHAVEN,NJ,07704,16 2ND STREET::#^#::FAIRHAVEN:^#^: NJ 07704
1109,Business,0,T F GREEN AIRPORT::#^#::WARWICK:^#^: RI 02886,NOT PARSED,WARWICK,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,T F GREEN AIRPORT::#^#::WARWICK:^#^: RI 02886
1110,AggregateHousehold,0,120 STERLING PLACE::#^#::BRIDGEPORT:^#^: CT 06604,120,STERLING,Pl,NOT PARSED,NOT PARSED,BRIDGEPORT,CT,06604,120 STERLING PLACE::#^#::BRIDGEPORT:^#^: CT 06604
1111,AggregateHousehold,0,PO BOX 1473::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1473,Block Island,RI,02807,PO BOX 1473::#^#::BLOCK ISLAND:^#^: RI 02807
1112,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1113,LegalConstruct,0,12 LARKSPUR LN::#^#::::#^#::RYE:^#^: NY 10580,12,LARKSPUR,Ln,NOT PARSED,NOT PARSED,RYE,NY,10580,12 LARKSPUR LN::#^#::::#^#::RYE:^#^: NY 10580
1114,LegalConstruct,0,PO BOX 1873::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1873,Block Island,RI,02807,PO BOX 1873::#^#::BLOCK ISLAND:^#^: RI 02807
1115,LegalConstruct,0,PO BOX 1258::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1258,Block Island,RI,02807,PO BOX 1258::#^#::BLOCK ISLAND:^#^: RI 02807
1116,AggregateHousehold,0,212 WARREN ST::#^#::APT 4A::#^#::NEW YORK:^#^: NY 10282,212,WARREN,St,APT,4A,NEW YORK,NY,10282,212 WARREN ST::#^#::APT 4A::#^#::NEW YORK:^#^: NY 10282
1117,AggregateHousehold,0,15 OWENOKE PARK::#^#::WESTPORT:^#^: CT 06880,15,OWENOKE,Park,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,15 OWENOKE PARK::#^#::WESTPORT:^#^: CT 06880
1118,AggregateHousehold,0,27 QUARRY RD::#^#::GLASTONBURY:^#^: CT 06033,27,QUARRY,Rd,NOT PARSED,NOT PARSED,GLASTONBURY,CT,06033,27 QUARRY RD::#^#::GLASTONBURY:^#^: CT 06033
1119,LegalConstruct,0,40 HENRY ST::#^#::SCARSDALE:^#^: NY 10583,40,HENRY,St,NOT PARSED,NOT PARSED,SCARSDALE,NY,10583,40 HENRY ST::#^#::SCARSDALE:^#^: NY 10583
1120,Business,0,15 MATSON RIDGE RD::#^#::OLD LYME:^#^: CT 06371,15,MATSON RIDGE,Rd,NOT PARSED,NOT PARSED,OLD LYME,CT,06371,15 MATSON RIDGE RD::#^#::OLD LYME:^#^: CT 06371
1121,AggregateHousehold,0,49 BRAMBLEBUSH RD::#^#::CROTON ON THE HUDS:^#^: NY 10520,49,BRAMBLEBUSH,Rd,NOT PARSED,NOT PARSED,CROTON ON THE HUDS,NY,10520,49 BRAMBLEBUSH RD::#^#::CROTON ON THE HUDS:^#^: NY 10520
1122,AggregateHousehold,0,19 HORSESHOE ROAD::#^#::DARIEN:^#^: CT 06820,19,HORSESHOE,Rd,NOT PARSED,NOT PARSED,DARIEN,CT,06820,19 HORSESHOE ROAD::#^#::DARIEN:^#^: CT 06820
1123,AggregateHousehold,0,729 ROUTE 9W SOUTH::#^#::NYACK:^#^: NY 10960,729,ROUTE 9W SOUTH,NOT PARSED,NOT PARSED,NOT PARSED,NYACK,NY,10960,729 ROUTE 9W SOUTH::#^#::NYACK:^#^: NY 10960
1124,AggregateHousehold,0,41 LEWIS PARKWAY::#^#::YONKERS:^#^: NY 10705,41,LEWIS,Pkwy,NOT PARSED,NOT PARSED,YONKERS,NY,10705,41 LEWIS PARKWAY::#^#::YONKERS:^#^: NY 10705
1125,Individual,0,PO BOX 760::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,760,Block Island,RI,02807,PO BOX 760::#^#::BLOCK ISLAND:^#^: RI 02807
1126,Individual,0,PO BOX 1242::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1242,Block Island,RI,02807,PO BOX 1242::#^#::BLOCK ISLAND:^#^: RI 02807
1127,AggregateHousehold,0,PO BOX 773::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,773,Block Island,RI,02807,PO BOX 773::#^#::BLOCK ISLAND:^#^: RI 02807
1128,AggregateHousehold,0,90 CHRISTOPHER COLUMBUS DR::#^#::APT 1710::#^#::JERSEY CITY:^#^: NJ 07302,90,CHRISTOPHER COLUMBUS,Dr,APT,1710,JERSEY CITY,NJ,07302,90 CHRISTOPHER COLUMBUS DR::#^#::APT 1710::#^#::JERSEY CITY:^#^: NJ 07302
1129,LegalConstruct,0,PO BOX 1751::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1751,Block Island,RI,02807,PO BOX 1751::#^#::BLOCK ISLAND:^#^: RI 02807
1130,AggregateHousehold,0,152 WEST 58TH STREET  #5-C::#^#::NEW YORK:^#^: NY 10019,152,58TH,St,#,5-C,NEW YORK,NY,10019,152 WEST 58TH STREET  #5-C::#^#::NEW YORK:^#^: NY 10019
1131,AggregateHousehold,0,PO BOX 286::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,286,Block Island,RI,02807,PO BOX 286::#^#::BLOCK ISLAND:^#^: RI 02807
1132,LegalConstruct,0,600 SECOND STREET::#^#::ALEXANDRIA:^#^: VA 22314-1497,600,SECOND,St,NOT PARSED,NOT PARSED,ALEXANDRIA,VA,22314,600 SECOND STREET::#^#::ALEXANDRIA:^#^: VA 22314-1497
1133,LegalConstruct,0,PO BOX 2607::#^#::PROVIDENCE:^#^: RI 02906,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,2607,PROVIDENCE,RI,02906,PO BOX 2607::#^#::PROVIDENCE:^#^: RI 02906
1134,AggregateHousehold,0,66 WENDELL RD.::#^#::WARWICK:^#^: RI 02888,66,WENDELL,Rd,NOT PARSED,NOT PARSED,WARWICK,RI,02888,66 WENDELL RD.::#^#::WARWICK:^#^: RI 02888
1135,LegalConstruct,0,496 ELIOT ST::#^#::MILTON:^#^: MA 02186,496,ELIOT,St,NOT PARSED,NOT PARSED,MILTON,MA,02186,496 ELIOT ST::#^#::MILTON:^#^: MA 02186
1136,AggregateHousehold,0,105 SADDLEBROOK::#^#::WILLIAMSBURG:^#^: VA 23188,105,SADDLEBROOK,NOT PARSED,NOT PARSED,NOT PARSED,WILLIAMSBURG,VA,23188,105 SADDLEBROOK::#^#::WILLIAMSBURG:^#^: VA 23188
1137,AggregateHousehold,0,PO BOX 138::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,138,Block Island,RI,02807,PO BOX 138::#^#::BLOCK ISLAND:^#^: RI 02807
1138,AggregateHousehold,0,74 FRANKLIN AVE.::#^#::OARVILLE:^#^: CT 06779,74,FRANKLIN,Ave,NOT PARSED,NOT PARSED,OARVILLE,CT,06779,74 FRANKLIN AVE.::#^#::OARVILLE:^#^: CT 06779
1139,AggregateHousehold,0,7 STILL RIVER RD::#^#::HARVARD:^#^: MA 01451,7,STILL RIVER,Rd,NOT PARSED,NOT PARSED,HARVARD,MA,01451,7 STILL RIVER RD::#^#::HARVARD:^#^: MA 01451
1140,AggregateHousehold,0,PO BOX 824::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,824,Block Island,RI,02807,PO BOX 824::#^#::BLOCK ISLAND:^#^: RI 02807
1141,LegalConstruct,0,PO BOX 1177::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1177,Block Island,RI,02807,PO BOX 1177::#^#::BLOCK ISLAND:^#^: RI 02807
1142,LegalConstruct,0,PO BOX 36::#^#::BEARSVILLE:^#^: NY 12409,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,36,BEARSVILLE,NY,12409,PO BOX 36::#^#::BEARSVILLE:^#^: NY 12409
1143,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1144,Individual,0,PO BOX 246::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,246,Block Island,RI,02807,PO BOX 246::#^#::BLOCK ISLAND:^#^: RI 02807
1145,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1146,LegalConstruct,0,PO BOX 577::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,577,Block Island,RI,02807,PO BOX 577::#^#::BLOCK ISLAND:^#^: RI 02807
1147,AggregateHousehold,0,103 MAIN ST::#^#::ACTION:^#^: MA 01720,103,MAIN,St,NOT PARSED,NOT PARSED,ACTION,MA,01720,103 MAIN ST::#^#::ACTION:^#^: MA 01720
1149,LegalConstruct,0,PO BOX 242::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,242,Block Island,RI,02807,PO BOX 242::#^#::BLOCK ISLAND:^#^: RI 02807
1150,LegalConstruct,0,PO BOX 577::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,577,Block Island,RI,02807,PO BOX 577::#^#::BLOCK ISLAND:^#^: RI 02807
1151,LegalConstruct,0,PO BOX 166::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,166,Block Island,RI,02807,PO BOX 166::#^#::BLOCK ISLAND:^#^: RI 02807
1152,AggregateHousehold,0,PO BOX 851::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,851,Block Island,RI,02807,PO BOX 851::#^#::BLOCK ISLAND:^#^: RI 02807
1153,Individual,0,567 BEDORD RD::#^#::SLEEPY HOLLOW:^#^: NY 10591,567,BEDORD,Rd,NOT PARSED,NOT PARSED,SLEEPY HOLLOW,NY,10591,567 BEDORD RD::#^#::SLEEPY HOLLOW:^#^: NY 10591
1154,Business,0,1119 BARON ROAD::#^#::WAXHAW:^#^: NC 28713,1119,BARON,Rd,NOT PARSED,NOT PARSED,WAXHAW,NC,28713,1119 BARON ROAD::#^#::WAXHAW:^#^: NC 28713
1155,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1156,AggregateHousehold,0,PO BOX 1364::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1364,Block Island,RI,02807,PO BOX 1364::#^#::BLOCK ISLAND:^#^: RI 02807
1157,AggregateHousehold,0,PO BOX 280::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,280,Block Island,RI,02807,PO BOX 280::#^#::BLOCK ISLAND:^#^: RI 02807
1158,AggregateHousehold,0,PO BOX 1048::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1048,Block Island,RI,02807,PO BOX 1048::#^#::BLOCK ISLAND:^#^: RI 02807
1159,LegalConstruct,0,PO BOX 577::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,577,Block Island,RI,02807,PO BOX 577::#^#::BLOCK ISLAND:^#^: RI 02807
1160,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1161,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1162,AggregateHousehold,0,PO BOX 1576::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1576,Block Island,RI,02807,PO BOX 1576::#^#::BLOCK ISLAND:^#^: RI 02807
1163,AggregateHousehold,0,PO BOX 7::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,7,Block Island,RI,02807,PO BOX 7::#^#::BLOCK ISLAND:^#^: RI 02807
1164,LegalConstruct,0,PO BOX 823::#^#::::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,823,Block Island,RI,02807,PO BOX 823::#^#::::#^#::BLOCK ISLAND :^#^: RI 02807
1165,AggregateHousehold,0,PO BOX 1071::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1071,Block Island,RI,02807,PO BOX 1071::#^#::BLOCK ISLAND:^#^: RI 02807
1166,AggregateHousehold,0,PO BOX 688::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,688,Block Island,RI,02807,PO BOX 688::#^#::BLOCK ISLAND:^#^: RI 02807
1167,AggregateHousehold,0,PO BOX 1364::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1364,Block Island,RI,02807,PO BOX 1364::#^#::BLOCK ISLAND:^#^: RI 02807
1168,AggregateHousehold,0,15 CRANE ST::#^#::LLOYD HARBOR:^#^: NY 11743,15,CRANE,St,NOT PARSED,NOT PARSED,LLOYD HARBOR,NY,11743,15 CRANE ST::#^#::LLOYD HARBOR:^#^: NY 11743
1169,AggregateHousehold,0,PO BOX 580::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,580,Block Island,RI,02807,PO BOX 580::#^#::BLOCK ISLAND:^#^: RI 02807
1170,LegalConstruct,0,PO BOX 947::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,947,Block Island,RI,02807,PO BOX 947::#^#::BLOCK ISLAND:^#^: RI 02807
1171,LegalConstruct,0,C/O STEPHEN & JAMIE DUPONT::#^#::5159 FULTON ST NW::#^#::WASHINGTON:^#^: DC 20016,5159,C/O STEPHEN & JAMIE DUPONT,St,NOT PARSED,NOT PARSED,WASHINGTON,DC,20016,C/O STEPHEN & JAMIE DUPONT::#^#::5159 FULTON ST NW::#^#::WASHINGTON:^#^: DC 20016
1172,LegalConstruct,0,PO BOX 1123::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1123,Block Island,RI,02807,PO BOX 1123::#^#::BLOCK ISLAND:^#^: RI 02807
1173,AggregateHousehold,0,PO BOX 1207::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1207,Block Island,RI,02807,PO BOX 1207::#^#::BLOCK ISLAND:^#^: RI 02807
1174,AggregateHousehold,0,PO BOX 355::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,355,Block Island,RI,02807,PO BOX 355::#^#::BLOCK ISLAND:^#^: RI 02807
1175,AggregateHousehold,0,P.O. BOX 1435::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1435,Block Island,RI,02807,P.O. BOX 1435::#^#::BLOCK ISLAND:^#^: RI 02807
1176,LegalConstruct,0,71 YALE TERRACE::#^#::BLAUVELT:^#^: NY 10913,71,YALE,Ter,NOT PARSED,NOT PARSED,BLAUVELT,NY,10913,71 YALE TERRACE::#^#::BLAUVELT:^#^: NY 10913
1177,AggregateHousehold,0,PO BOX 1558::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1558,Block Island,RI,02807,PO BOX 1558::#^#::BLOCK ISLAND:^#^: RI 02807
1178,LegalConstruct,0,209 OLD TAVERN RD::#^#::ORANGE:^#^: CT 06477,209,OLD TAVERN,Rd,NOT PARSED,NOT PARSED,ORANGE,CT,06477,209 OLD TAVERN RD::#^#::ORANGE:^#^: CT 06477
1179,AggregateHousehold,0,14 PEACH BLOSSOM LANE::#^#::GREENVILLE:^#^: RI 02828,14,PEACH BLOSSOM,Ln,NOT PARSED,NOT PARSED,GREENVILLE,RI,02828,14 PEACH BLOSSOM LANE::#^#::GREENVILLE:^#^: RI 02828
1180,AggregateHousehold,0,PO BOX 602::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,602,Block Island,RI,02807,PO BOX 602::#^#::BLOCK ISLAND:^#^: RI 02807
1181,Individual,0,PO BOX 1062::#^#::REDDING:^#^: CT 06875-1062,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1062,REDDING,CT,06875,PO BOX 1062::#^#::REDDING:^#^: CT 06875-1062
1182,AggregateHousehold,0,4 ALLEN WAY::#^#::BETHEL:^#^: CT 06801,4,ALLEN,Way,NOT PARSED,NOT PARSED,BETHEL,CT,06801,4 ALLEN WAY::#^#::BETHEL:^#^: CT 06801
1183,AggregateHousehold,0,382 CENTRAL PARK WEST # 7K::#^#::NEW YORK:^#^: NY 10025,382,CENTRAL PARK WEST # 7K,Park,#,7K,NEW YORK,NY,10025,382 CENTRAL PARK WEST # 7K::#^#::NEW YORK:^#^: NY 10025
